127, 255, 127
128, 253, 126
128, 252, 126
129, 251, 125
129, 250, 125
130, 249, 124
130, 248, 124
131, 247, 123
131, 246, 123
132, 245, 122
132, 244, 122
133, 243, 121
133, 242, 121
134, 241, 120
134, 240, 120
135, 239, 119
135, 238, 119
136, 237, 118
136, 236, 118
137, 235, 117
137, 234, 117
138, 233, 116
138, 232, 116
139, 231, 115
139, 230, 115
140, 229, 114
140, 228, 114
141, 227, 113
141, 226, 113
142, 225, 112
142, 224, 112
143, 223, 111
143, 222, 111
144, 221, 110
144, 220, 110
145, 219, 109
145, 218, 109
146, 217, 108
146, 216, 108
147, 215, 107
147, 214, 107
148, 213, 106
148, 212, 106
149, 211, 105
149, 210, 105
150, 209, 104
150, 208, 104
151, 207, 103
151, 206, 103
152, 205, 102
152, 204, 102
153, 203, 101
153, 202, 101
154, 201, 100
154, 200, 100
155, 199,  99
155, 198,  99
156, 197,  98
156, 196,  98
157, 195,  97
157, 194,  97
158, 193,  96
158, 192,  96
159, 191,  95
159, 190,  95
160, 189,  94
160, 188,  94
161, 187,  93
161, 186,  93
162, 185,  92
162, 184,  92
163, 183,  91
163, 182,  91
164, 181,  90
164, 180,  90
165, 179,  89
165, 178,  89
166, 177,  88
166, 176,  88
167, 175,  87
167, 174,  87
168, 173,  86
168, 172,  86
169, 171,  85
169, 170,  85
170, 169,  84
170, 168,  84
171, 167,  83
171, 166,  83
172, 165,  82
172, 164,  82
173, 163,  81
173, 162,  81
174, 161,  80
174, 160,  80
175, 159,  79
175, 158,  79
176, 157,  78
176, 156,  78
177, 155,  77
177, 154,  77
178, 153,  76
178, 152,  76
179, 151,  75
179, 150,  75
180, 149,  74
180, 148,  74
181, 147,  73
181, 146,  73
182, 145,  72
182, 144,  72
183, 143,  71
183, 142,  71
184, 141,  70
184, 140,  70
185, 139,  69
185, 138,  69
186, 137,  68
186, 136,  68
187, 135,  67
187, 134,  67
188, 133,  66
188, 132,  66
189, 131,  65
189, 130,  65
190, 129,  64
190, 128,  64
191, 127,  63
191, 126,  63
192, 125,  62
192, 124,  62
193, 123,  61
193, 122,  61
194, 121,  60
194, 120,  60
195, 119,  59
195, 118,  59
196, 117,  58
196, 116,  58
197, 115,  57
197, 114,  57
198, 113,  56
198, 112,  56
199, 111,  55
199, 110,  55
200, 109,  54
200, 108,  54
201, 107,  53
201, 106,  53
202, 105,  52
202, 104,  52
203, 103,  51
203, 102,  51
204, 101,  50
204, 100,  50
205,  99,  49
205,  98,  49
206,  97,  48
206,  96,  48
207,  95,  47
207,  94,  47
208,  93,  46
208,  92,  46
209,  91,  45
209,  90,  45
210,  89,  44
210,  88,  44
211,  87,  43
211,  86,  43
212,  85,  42
212,  84,  42
213,  83,  41
213,  82,  41
214,  81,  40
214,  80,  40
215,  79,  39
215,  78,  39
216,  77,  38
216,  76,  38
217,  75,  37
217,  74,  37
218,  73,  36
218,  72,  36
219,  71,  35
219,  70,  35
220,  69,  34
220,  68,  34
221,  67,  33
221,  66,  33
222,  65,  32
222,  64,  32
223,  63,  31
223,  62,  31
224,  61,  30
224,  60,  30
225,  59,  29
225,  58,  29
226,  57,  28
226,  56,  28
227,  55,  27
227,  54,  27
228,  53,  26
228,  52,  26
229,  51,  25
229,  50,  25
230,  49,  24
230,  48,  24
231,  47,  23
231,  46,  23
232,  45,  22
232,  44,  22
233,  43,  21
233,  42,  21
234,  41,  20
234,  40,  20
235,  39,  19
235,  38,  19
236,  37,  18
236,  36,  18
237,  35,  17
237,  34,  17
238,  33,  16
238,  32,  16
239,  31,  15
239,  30,  15
240,  29,  14
240,  28,  14
241,  27,  13
241,  26,  13
242,  25,  12
242,  24,  12
243,  23,  11
243,  22,  11
244,  21,  10
244,  20,  10
245,  19,   9
245,  18,   9
246,  17,   8
246,  16,   8
247,  15,   7
247,  14,   7
248,  13,   6
248,  12,   6
249,  11,   5
249,  10,   5
250,   9,   4
250,   8,   4
251,   7,   3
251,   6,   3
252,   5,   2
252,   4,   2
253,   3,   1
253,   2,   1
254,   1,   0
255,   0,   0
